time_published,description,hashtags,video_url,username,nickname,music_title,music_link,likes,comments,shares
,Vậy thì toang rồi,[],https://www.tiktok.com/@trn.qu7997/video/7537324698699336966,trn.qu7997,Trần quý,nhạc nền  - Trần quý,/music/nhạc-nền-Trần-quý-7537324781532662584?lang=eng,50900.0,984.0,100200.0
,Thôi đi mà,['#xuhuong'],https://www.tiktok.com/@nh.ut/video/7535348415371218184,nh.ut,M.nhuts,nhạc nền  - Quang Bán Cà Phê,/music/nhạc-nền-Quang-Bán-Cà-Phê-7517526099921144593?lang=eng,62300.0,344.0,71300.0
,kenhgiaitri,['#tranhuong'],https://www.tiktok.com/@trnhng6618/video/7535105636065955088,trnhng6618,Trần Hương,nhạc nền  - Trần Hương,/music/nhạc-nền-Trần-Hương-7535100482826652432?lang=eng,4045.0,58.0,322.0
,hồi nàooo,[],https://www.tiktok.com/@ngth_kim_anh/video/7536077525986888967,ngth_kim_anh,Nhí,nhạc nền  - DJ Trương Bảo,/music/nhạc-nền-DJ-Trương-Bảo-7521714666301606672?lang=eng,49200.0,206.0,1280.0
,"Mukbang cơm nhà mẹ nấu, TikToker lại gặp kiếp nạn bị nói “ăn theo” Pun, CĐM soi từ cái muỗng cho đến cách ăn","['#yan', '#yanstorytrending', '#storytrending', '#tiktok', '#tolapun']",https://www.tiktok.com/@storytrending.official/video/7536578602255633671,storytrending.official,STory Trending,Fashion Chill - TT,/music/Fashion-Chill-7280207776688982017?lang=eng,105900.0,4960.0,4029.0
,z đó mà coi dc hả | cre,"['#tongketsauhe', '#xuhuong', '#kittyteam🎀', '#kittyteam🎀']",https://www.tiktok.com/@uyennhinguyen2k_/video/7536491936748801288,uyennhinguyen2k_,🥑,nhạc nền  - 𝙈𝙪𝙨𝙞𝙘 𝙑𝙞𝙚𝙩𝙈𝙞𝙭✈️,/music/nhạc-nền-𝙈𝙪𝙨𝙞𝙘-𝙑𝙞𝙚𝙩𝙈𝙞𝙭✈️-7517108184276912913?lang=eng,20800.0,1333.0,7259.0
,Chnao được cỡ,[],https://www.tiktok.com/@tyniosaka/video/7535101702765350152,tyniosaka,Tyni Doan,nhạc nền  - Tyni Doan,/music/nhạc-nền-Tyni-Doan-7535101742241893121?lang=eng,257000.0,4521.0,13000.0
,đói là phải ăn chứ bố,"['#baby', '#foryou', '#fpyシ', '#xh']",https://www.tiktok.com/@chuyengiangbiet/video/7535074012842478855,chuyengiangbiet,Chuyện Giang Biết,nhạc nền  - Chuyện Giang Biết,/music/nhạc-nền-Chuyện-Giang-Biết-7535074094845315857?lang=eng,136700.0,2555.0,47900.0
,Trend này lại quay lại sao,['#hoangduyen'],https://www.tiktok.com/@hoangduyen.dreams/video/7535837857647283464,hoangduyen.dreams,Hoang Duyen 🇻🇳,sonido original  - Elvis⭐️,/music/sonido-original-Elvis⭐️-7533450095249885974?lang=eng,49400.0,401.0,920.0
,,"['#fyp', '#filter']",https://www.tiktok.com/@brutesmano2/video/7529792315372735764,brutesmano2,brutesmano2,オリジナル楽曲  - 音作品創作工房ナッシュスタジオ,/music/オリジナル楽曲-音作品創作工房ナッシュスタジオ-7395378607558216465?lang=eng,2100000.0,10700.0,153200.0
,"11 tháng tuổi thử uống Vinamilk colos và Grow plus đều hợp tác, còn loại sữa CT pha sẵn nào oki k các mẹ ơi 😍",[],https://www.tiktok.com/@methaoanh_/video/7535481132717067527,methaoanh_,Mẹ Thảo Anh 🤍,suara asli - AVEEPLAYER - 𝗔𝗩𝗘𝗘𝗣𝗟𝗔𝗬𝗘𝗥🎧,/music/suara-asli-AVEEPLAYER-7337139361966541573?lang=eng,6115.0,1104.0,218.0
,Đúng là oan gia ngõ hẹp,"['#tiktokgiaitri', '#tuyendungsk', '#vieclamsk', '#tuyendunglaodong']",https://www.tiktok.com/@vieclamsk_/video/7535666978858519826,vieclamsk_,VIỆC LÀM SK,nhạc nền  - VIỆC LÀM SK,/music/nhạc-nền-VIỆC-LÀM-SK-7535667005023554321?lang=eng,13200.0,167.0,271.0
,Cuộc chiến không hồi kết của học sinh chung kí túc xá #shorts,[],https://www.tiktok.com/@thubanhmi_1/video/7535996374278606087,thubanhmi_1,Thư Bánh Mì,nhạc nền  - Thư Bánh Mì,/music/nhạc-nền-Thư-Bánh-Mì-7535996549839506193?lang=eng,2793.0,61.0,127.0
,"Tày đâu, tay đâuu tay đâuuuu tay đâuuuu 😂😂😂😂😂","['#hoaminzy', '#linhngocdam', '#haidangdoo', '#saonhapngu2025']",https://www.tiktok.com/@hoaminzy_hoadambut/video/7534010779767442706,hoaminzy_hoadambut,Hoà Minzy,nhạc nền  - duytu,/music/nhạc-nền-duytu-7528471544038755088?lang=eng,359000.0,2840.0,7699.0
,Đi kiếm chú kia cua làm bồ  liền luôn nè,['#htmentertainment'],https://www.tiktok.com/@duongaivy07/video/7535689517232246023,duongaivy07,𝐃𝐮̛𝐨̛𝐧𝐠 𝐀́𝐢 𝐕𝐲,MUỐN CUA ANH LÀM BỒ - 𝐃𝐮̛𝐨̛𝐧𝐠 𝐀́𝐢 𝐕𝐲,/music/MUỐN-CUA-ANH-LÀM-BỒ-7523568717758778129?lang=eng,16500.0,322.0,226.0
,Sơ mi  bo dy,"['#tranhalinh', '#quynhalee', '#emtram', '#ngocnhi']",https://www.tiktok.com/@xuatspln0wi/video/7535446634214247688,xuatspln0wi,xuatspln0wi,nhạc nền  - 𝑾𝒂𝒏𝒈𝒍𝒆𝒆,/music/nhạc-nền-𝑾𝒂𝒏𝒈𝒍𝒆𝒆-7532333316763798289?lang=eng,49800.0,175.0,1892.0
,Rainbow dash what did I do to you I’m sorry,[],https://www.tiktok.com/@squidamii/video/7535601008731344158,squidamii,squidamii,Occult/Mystery/Horror Suspense(844669) - ｍｍ,/music/OccultMysteryHorror-Suspense-844669-6873613247912609793?lang=eng,3500000.0,22200.0,566000.0
,Phép xem số học giỏi hay dở ? (THAM THẢO),"['#tuvi', '#tuvi12congiap', '#tuvihangngay', '#phongthuy', '#tamlinh', '#xemboi', '#PHATPHAP', '#leanontiktok']",https://www.tiktok.com/@tieuthien9999/video/7536760284925496594,tieuthien9999,PHONG THỦY TIÊU THIÊN 9999,千年の祈り(抖音曲) - 69&虞姬,/music/千年の祈り-抖音曲-6874975003952023559?lang=eng,2556.0,176.0,354.0
,NÓNG: Việt Nam chế tạo thành công bom nguyên tử hạt nhân !,"['#tintuc', '#tintuc24h', '#tintuc24hgiaitri', '#thoisu', '#chuyendong24h', '#nong', '#tinhot', '#giaitri', '#giaitritiktok', '#xuhuong', '#xuhuongtiktok', '#hot', '#trentiktok', '#campuchia', '#thailand', '#vietnam', '#nga', '#putin', '#hunsen', '#quansu']",https://www.tiktok.com/@tinnongnews24h/video/7535343298198768904,tinnongnews24h,LUCK8 - TIN NÓNG NEWS,nhạc nền  - LUCK8 - TIN NÓNG NEWS,/music/nhạc-nền-LUCK8-TIN-NÓNG-NEWS-7535343390423173904?lang=eng,13500.0,403.0,789.0
,Anh khỏi 👐🏻,['#ngoctudayyyy'],https://www.tiktok.com/@ngoctudayyyy/video/7537599117627854088,ngoctudayyyy,Ngọc Tú,nhạc nền  - Tú trinh 🫶🏻,/music/nhạc-nền-Tú-trinh-🫶🏻-7531967609979570961?lang=eng,40500.0,195.0,2904.0
,Ác Mộng Trên Bầu Trời Thế Giớ | ICBM UAV #fyp #cstc,[],https://www.tiktok.com/@8kcstc/video/7537283487745854727,8kcstc,Chiến sự toàn cầu_8̟K̟B̟E̟T̟,nhạc nền  - Chiến sự toàn cầu_8̟K̟B̟E̟T̟,/music/nhạc-nền-Chiến-sự-toàn-cầu8̟K̟B̟E̟T̟-7537283542133295888?lang=eng,12200.0,366.0,388.0
